MTS793|BTW|ENU|1|0|.|/|:|1|0|0|A

Data Header:                                                Time:     4.2460938 s         3/30/2023 10:52:07 AM
Data Acquisition: Timed
Station Name: 10504712.cfg
Test File Name: Tracción.tst
Axial Displacement Axial Force Running Time
mm        N         s
0.0010472955 2.9701738 0.020507813
0.0011199852 1.7378479 0.030273438
0.0033322605 3.396347 0.040039063
0.014780648 15.148073 0.049804688
0.031482659 30.624718 0.059570313
0.047307588 45.864582 0.069335938
0.063080221 62.028469 0.079101563
0.080413699 77.153297 0.088867188
0.097273007 93.288345 0.098632813
0.11484637 109.3176 0.10839844
0.13134944 124.69761 0.11816406
0.14872584 141.69649 0.12792969
0.16550496 155.16728 0.13769531
0.18098342 172.26599 0.14746094
0.19813611 187.63258 0.15722656
0.2145963 201.73564 0.16699219
0.23086807 217.30446 0.17675781
0.24711902 231.04318 0.18652344
0.26340762 247.7216 0.19628906
0.28087318 262.64816 0.20605469
0.29638436 278.39093 0.21582031
0.31430799 293.25937 0.22558594
0.33059984 307.74628 0.23535156
0.34601262 321.69186 0.24511719
0.36283892 336.24649 0.25488281
0.37999132 351.45374 0.26464844
0.39586776 366.48825 0.27441406
0.41243958 381.64832 0.28417969
0.42810503 392.83789 0.29394531
0.44390771 406.72034 0.30371094
0.46096823 421.68381 0.31347656
0.4784312 438.67029 0.32324219
0.49596426 452.74051 0.33300781
0.51176661 467.08289 0.34277344
0.52802736 481.10547 0.35253906
0.54418224 494.56323 0.36230469
0.56107152 508.56161 0.37207031
0.57825023 524.6275 0.38183594
0.59454489 538.02289 0.39160156
0.61100399 553.18164 0.40136719
0.62664074 565.74677 0.41113281
0.6430493 579.85876 0.42089844
0.66174573 595.19336 0.43066406
0.67700815 609.05737 0.44042969
0.6937564 622.31848 0.45019531
0.70899963 634.5611 0.45996094
0.72535115 648.35791 0.46972656
0.74327224 660.9801 0.47949219
0.75864398 674.67798 0.48925781
0.77518862 688.0462 0.49902344
0.79192305 701.1001 0.50878906
0.8083995 714.28333 0.51855469
0.82583731 728.22296 0.52832031
0.84132355 740.11267 0.53808594
0.85840976 752.71814 0.54785156
0.87500066 765.19843 0.55761719
0.89211553 778.62671 0.56738281
0.90897804 791.07074 0.57714844
0.92625141 804.19684 0.58691406
0.94120753 815.21039 0.59667969
0.95769799 825.30231 0.60644531
0.97343332 837.05322 0.61621094
0.99025404 848.24121 0.62597656
1.0067376 858.85919 0.63574219
1.0241982 870.60388 0.64550781
1.0404943 880.77606 0.65527344
1.0571237 890.03223 0.66503906
1.0744926 898.34015 0.67480469
1.0906281 906.60046 0.68457031
1.1069605 915.43756 0.69433594
1.1238881 922.87946 0.70410156
1.1404583 928.44165 0.71386719
1.1561261 933.37622 0.72363281
1.172779  936.37372 0.73339844
1.190434  938.95996 0.74316406
1.2068048 938.20703 0.75292969
1.2232534 936.62262 0.76269531
1.2396914 932.32709 0.77246094
1.2577702 926.16162 0.78222656
1.2735549 918.35236 0.79199219
1.290946  909.56042 0.80175781
1.3079195 897.80994 0.81152344
1.3250531 887.32782 0.82128906
1.3396536 875.83209 0.83105469
1.3579187 868.15643 0.84082031
1.3734087 857.90454 0.85058594
1.3906697 848.77856 0.86035156
1.4073052 841.98297 0.87011719
1.4234335 835.44202 0.87988281
1.4403498 829.79962 0.88964844
1.4563463 823.65582 0.89941406
1.472985  819.82916 0.90917969
1.4893087 814.66833 0.91894531
1.5063665 811.33075 0.92871094
1.5219438 805.88855 0.93847656
1.5399958 803.06201 0.94824219
1.5563844 801.29468 0.95800781
1.5724032 797.14545 0.96777344
