MTS793|BTW|ENU|1|0|.|/|:|1|0|0|A

Data Header:                                                Time:     3.9501953 s         3/30/2023 10:42:50 AM
Data Acquisition: Timed
Station Name: 10504712.cfg
Test File Name: Tracción.tst
Axial Displacement Axial Force Running Time
mm        N         s
0.0015451224 1.1918694 0.020507813
0.0013645855 1.8817186 0.030273438
0.00071983086 1.9965321 0.040039063
0.0026535476 2.7252734 0.049804688
0.015185995 15.03177 0.059570313
0.029320305 28.70962 0.069335938
0.045598369 45.293121 0.079101563
0.063948087 62.332451 0.088867188
0.078971475 77.084526 0.098632813
0.095070072 91.011673 0.10839844
0.11222249 106.51707 0.11816406
0.12811284 122.09192 0.12792969
0.14523634 137.4957 0.13769531
0.16257164 154.28326 0.14746094
0.17704792 168.91144 0.15722656
0.19441393 183.88808 0.16699219
0.21256219 201.46564 0.17675781
0.22886485 215.43607 0.18652344
0.24550191 231.78049 0.19628906
0.26203012 247.16452 0.20605469
0.27853891 262.95758 0.21582031
0.29403609 276.70563 0.22558594
0.31112462 292.51093 0.23535156
0.32928479 306.32153 0.24511719
0.34519625 322.75812 0.25488281
0.36174545 337.12955 0.26464844
0.37884685 352.61215 0.27441406
0.39468747 367.49512 0.28417969
0.41142297 381.30438 0.29394531
0.42715916 396.15439 0.30371094
0.44348603 407.83762 0.31347656
0.46111709 425.16553 0.32324219
0.47851714 439.99448 0.33300781
0.49412486 453.66916 0.34277344
0.50959456 468.51193 0.35253906
0.52618545 481.92722 0.36230469
0.54176068 496.30878 0.37207031
0.55835521 510.41162 0.38183594
0.57543939 525.328  0.39160156
0.59291118 541.27692 0.40136719
0.60990089 554.98309 0.41113281
0.62498999 567.44647 0.42089844
0.64178914 581.59552 0.43066406
0.6573652 594.30566 0.44042969
0.67331934 608.77716 0.45019531
0.6917873 623.19476 0.45996094
0.70679986 638.27704 0.46972656
0.724576  650.77136 0.47949219
0.74029255 664.18341 0.48925781
0.75823539 677.47266 0.49902344
0.77338195 690.46643 0.50878906
0.79004842 704.15009 0.51855469
0.80761421 718.98779 0.52832031
0.82330525 731.32703 0.53808594
0.83936095 743.70264 0.54785156
0.85755593 756.74176 0.55761719
0.87442684 770.2749 0.56738281
0.88963103 782.87915 0.57714844
0.9072814 796.25555 0.58691406
0.92234665 807.62323 0.59667969
0.93976873 819.11298 0.60644531
0.95550859 830.70551 0.61621094
0.97244769 843.10815 0.62597656
0.98861623 853.45819 0.63574219
1.0047866 866.46747 0.64550781
1.0221698 876.84229 0.65527344
1.0376701 886.13049 0.66503906
1.0546982 896.58759 0.67480469
1.0716823 906.60205 0.68457031
1.0880632 915.47607 0.69433594
1.105593  926.06384 0.70410156
1.1221008 933.15533 0.71386719
1.1389831 941.10455 0.72363281
1.155329  944.62488 0.73339844
1.1711943 950.23468 0.74316406
1.188153  953.73596 0.75292969
1.2041773 956.93018 0.76269531
1.2206368 957.86359 0.77246094
1.2385646 955.76715 0.78222656
1.2546484 951.92352 0.79199219
1.271607  946.02264 0.80175781
1.2868971 936.76398 0.81152344
1.3045635 928.40765 0.82128906
1.320317  917.52759 0.83105469
1.3378896 908.72156 0.84082031
1.3549089 896.69739 0.85058594
1.3721986 887.76007 0.86035156
1.3895686 879.22858 0.87011719
1.4069612 871.26288 0.87988281
1.4228959 864.39911 0.88964844
1.4391326 857.2146  0.89941406
1.4544834 849.98181 0.90917969
1.4706779 844.745   0.91894531
1.488224  839.34753 0.92871094
1.5043415 833.80591 0.93847656
1.5217907 829.53381 0.94824219
1.5397648 825.95447 0.95800781
1.5551591 822.36005 0.96777344
