MTS793|BTW|ENU|1|0|.|/|:|1|0|0|A

Data Header:                                                Time:     20.012695 s         4/24/2023 1:18:24 PM
Data Acquisition: Timed
Station Name: 10504712.cfg
Test File Name: Flexión.tst
Axial Displacement Axial Force Running Time
mm        N         s
0.00028892179 -1.2848526 0.020507813
0.00059288339 -1.7920136 0.030273438
7.8405515e-07 -1.3484806 0.040039063
0.00043364731 -0.99189579 0.049804688
0.00020715663 -1.0513514 0.059570313
0.00014041472 -1.4007837 0.069335938
-0.00062094675 -1.3195723 0.079101563
-0.00040911295 -0.15176833 0.088867188
-0.0012336681 -1.6804785 0.098632813
-0.0016621087 -1.7742813 0.10839844
-0.0024339457 -1.2906641 0.11816406
-0.0023766237 0.037997961 0.12792969
-0.0019794947 -0.43861568 0.13769531
-0.0021582658 -0.6955862 0.14746094
-0.0016605587 -1.3208389 0.15722656
-0.0029276018 -1.4348328 0.16699219
-0.0039261109 -0.12807548 0.17675781
-0.0035529735 0.14930964 0.18652344
-0.0039055659 -1.3519824 0.19628906
-0.0041267914 -1.4260411 0.20605469
-0.0042872475 -0.47728419 0.21582031
-0.0041187545 0.9290874 0.22558594
-0.0047233822 -1.1619925 0.23535156
-0.0049020196 0.13776124 0.24511719
-0.0049107359 -0.57443976 0.25488281
-0.0041552377 -1.045987 0.26464844
-0.0052249241 -1.7389655 0.27441406
-0.0062898924 -0.95739961 0.28417969
-0.0051973602 -0.18388033 0.29394531
-0.0063633742 -0.63419342 0.30371094
-0.0065492089 -0.37230551 0.31347656
-0.0061118291 -0.76472759 0.32324219
-0.0063133994 -1.5203655 0.33300781
-0.006323115 -1.5754253 0.34277344
-0.0074817725 -1.3839453 0.35253906
-0.0076407609 -0.16354024 0.36230469
-0.0079551525 -0.25182962 0.37207031
-0.0071662557 -1.885891 0.38183594
-0.0085616969 -1.2548268 0.39160156
-0.0083289845 -0.95307827 0.40136719
-0.0090341223 0.50738454 0.41113281
-0.0088585597 -0.63732266 0.42089844
-0.0094674239 -1.314953 0.43066406
-0.0089756949 -1.5410781 0.44042969
-0.0090214871 -0.38519502 0.45019531
-0.0098882169 -0.66109002 0.45996094
-0.010305104 -0.65356493 0.46972656
-0.010401491 -0.97073615 0.47949219
-0.010643587 -0.43094158 0.48925781
-0.010830247 -1.2637675 0.49902344
-0.011217152 -1.2061745 0.50878906
-0.011522194 -1.0815263 0.51855469
-0.011800681 -1.0866672 0.52832031
-0.011614545 -0.75682998 0.53808594
-0.011662821 -1.3929605 0.54785156
-0.011576393 -1.0152161 0.55761719
-0.012352793 -1.2093782 0.56738281
-0.012863187 -0.42885542 0.57714844
-0.012798912 -1.0487437 0.58691406
-0.012939335 -0.27418137 0.59667969
-0.013054051 -1.4385581 0.60644531
-0.012755236 -0.22612512 0.61621094
-0.013527356 -1.6386062 0.62597656
-0.014290891 -1.1439621 0.63574219
-0.013725873 -1.1020899 0.64550781
-0.013717161 -2.8462708 0.65527344
-0.014299817 -2.7275085 0.66503906
-0.014341909 -0.81382692 0.67480469
-0.014736086 0.79415739 0.68457031
-0.015479957 -1.0293722 0.69433594
-0.016164411 -1.6705692 0.70410156
-0.016171554 -0.80063939 0.71386719
-0.015813241 -1.19932 0.72363281
-0.01565549 -0.78827143 0.73339844
-0.015939435 -0.34160912 0.74316406
-0.016153317 -1.5588105 0.75292969
-0.015799349 -0.038444996 0.76269531
-0.016094418 -1.6884506 0.77246094
-0.016327087 -2.1570177 0.78222656
-0.017408663 -1.5171617 0.79199219
-0.016890621 -0.20258129 0.80175781
-0.018110722 -0.095590949 0.81152344
-0.018132588 -0.98861754 0.82128906
-0.018898927 -2.1886826 0.83105469
-0.019135643 -1.8358976 0.84082031
-0.019071542 -0.22977591 0.85058594
-0.019459689 -0.72836876 0.86035156
-0.019141631 -0.80808997 0.87011719
-0.019432981 0.013709068 0.87988281
-0.019584471 -0.18127263 0.88964844
-0.02002544 -0.68739057 0.89941406
-0.020024529 -0.91925263 0.90917969
-0.019534256 -0.71465969 0.91894531
-0.020387817 0.60163438 0.92871094
-0.020663479 -0.59977174 0.93847656
-0.02084595 -0.95687807 0.94824219
