MTS793|BTW|ENU|1|0|.|/|:|1|0|0|A

Data Header:                                                Time:     20.012695 s         4/21/2023 10:04:20 AM
Data Acquisition: Timed
Station Name: 10504712.cfg
Test File Name: Flexión.tst
Axial Displacement Axial Force Running Time
mm        N         s
0.00013791326 1.412034 0.020507813
0.00077213207 -1.9536167 0.030273438
0.0007402164 -2.9969215 0.040039063
0.0013506117 -3.1305103 0.049804688
0.00010479367 -0.10848045 0.059570313
-0.00045043722 0.54620206 0.069335938
-0.0010818345 0.27596951 0.079101563
-0.0018500654 0.81829727 0.088867188
-0.00072658458 -0.23201108 0.098632813
-0.0017212468 -0.39599836 0.10839844
-0.0014085295 -0.6788224 0.11816406
-0.0012817639 -1.3298541 0.12792969
-0.0017502791 -0.72658062 0.13769531
-0.0029615131 0.61683357 0.14746094
-0.003326331 -0.24460256 0.15722656
-0.0024989212 1.148507 0.16699219
-0.0027805429 2.3495407 0.17675781
-0.0032132091 0.57533383 0.18652344
-0.0036338472 1.2927502 0.19628906
-0.0041192365 2.6702881 0.20605469
-0.0034745724 3.2576175 0.21582031
-0.0031088907 -2.0498037 0.22558594
-0.0021487547 -2.6798248 0.23535156
-0.0035110468 -0.10490417 0.24511719
-0.0033594654 1.635775 0.25488281
-0.0048850337 1.5647709 0.26464844
-0.0053066351 -0.88937581 0.27441406
-0.0046457024 -1.9855797 0.28417969
-0.0049789953 -0.88684261 0.29394531
-0.00427229 0.084415078 0.30371094
-0.0057033715 0.92074275 0.31347656
-0.0055250847 0.20317733 0.32324219
-0.0059923823 1.7514825 0.33300781
-0.0057498319 -0.88348985 0.34277344
-0.0054208813 -2.1532178 0.35253906
-0.0060510207 -2.9493122 0.36230469
-0.0073447782 -1.5461445 0.37207031
-0.0075124954 -0.21383166 0.38183594
-0.0071906042 -2.4603307 0.39160156
-0.0071297763 -2.9750915 0.40136719
-0.0070814327 -2.7441978 0.41113281
-0.0075652869 1.1076778 0.42089844
-0.0077017457 1.7800927 0.43066406
-0.0078602703 -0.46506524 0.44042969
-0.0088573685 -1.2807548 0.45019531
-0.0081708506 -1.1408329 0.45996094
-0.0091142468 1.7121434 0.46972656
-0.0083653703 -0.82649291 0.47949219
-0.0094167655 -2.2485852 0.48925781
-0.011011853 -0.74513257 0.49902344
-0.010522174 -0.28550625 0.50878906
-0.011061236 -0.44897199 0.51855469
-0.013394178 1.0123104 0.52832031
-0.011317095 -1.5185773 0.53808594
-0.011142324 2.2245197 0.54785156
-0.011761324 1.219511 0.55761719
-0.012242178 -0.5235523 0.56738281
-0.011907237 -1.4675409 0.57714844
-0.012888825 -0.57898462 0.58691406
-0.011878157 2.4148078 0.59667969
-0.012041185 1.2797862 0.60644531
-0.012907598 -0.47661364 0.61621094
-0.014312827 -1.8589944 0.62597656
-0.013689291 -0.65036118 0.63574219
-0.012929121 -3.4879894 0.64550781
-0.013252679 -2.1800399 0.65527344
-0.014111043 1.3531744 0.66503906
-0.013428533 -1.8437952 0.67480469
-0.013270074 2.0241737 0.68457031
-0.013542932 0.26851892 0.69433594
-0.015820412 -1.1335313 0.70410156
-0.015413185 0.67196786 0.71386719
-0.01609187 2.7552247 0.72363281
-0.01549845 -0.54061413 0.73339844
-0.016257986 0.23856759 0.74316406
-0.015592707 -0.0047683716 0.75292969
-0.015582115 -1.9321591 0.76269531
-0.016795902 0.46871603 0.77246094
-0.016257204 1.3612211 0.78222656
-0.017620081 2.5509298 0.79199219
-0.017432114 2.496913 0.80175781
-0.01754332 -1.0918081 0.81152344
-0.017469808 1.7276406 0.82128906
-0.017743407 2.0128489 0.83105469
-0.019668829 3.0171871 0.84082031
-0.019717228 -1.8830597 0.85058594
-0.019457687 0.83453953 0.86035156
-0.018773165 -0.33348799 0.87011719
-0.019330507 1.2089312 0.87988281
-0.019176178 2.0048766 0.88964844
-0.018762443 -1.8468499 0.89941406
-0.01875245 -1.5910715 0.90917969
-0.020374132 2.8675795 0.91894531
-0.018914247 1.0567904 0.92871094
-0.020269169 -0.20824373 0.93847656
-0.019435344 -1.1888891 0.94824219
-0.021181919 0.4965812 0.95800781
-0.021180566 -0.38035214 0.96777344
