MTS793|BTW|ENU|1|0|.|/|:|1|0|0|A

Data Header:                                                Time:     1.1884766 s         4/25/2023 2:33:57 PM
Data Acquisition: Timed
Station Name: 10504712.cfg
Test File Name: Tracción.tst
Axial Displacement Axial Force Running Time
mm        N         s
0.00021769083 -0.33944845 0.021484375
-0.00044162734 -0.61586499 0.03125
0.00022475142 -0.19498169 0.041015625
0.00067924266 -0.10728836 0.05078125
0.0024534704 2.1404028 0.060546875
0.014075288 9.285882 0.0703125
0.029838888 19.786581 0.080078125
0.046953861 30.886606 0.08984375
0.063515097 41.662006 0.099609375
0.079735614 53.072498 0.109375
0.096693382 64.382706 0.11914063
0.11311212 75.482803 0.12890625
0.1290164 86.215881 0.13867188
0.14596176 96.301216 0.1484375
0.16285633 106.90048 0.15820313
0.17881501 117.69913 0.16796875
0.19558606 128.18494 0.17773438
0.21228601 139.36847 0.1875
0.22887099 149.83423 0.19726563
0.24531698 159.67369 0.20703125
0.2615996 169.1015  0.21679688
0.2777952 179.94173 0.2265625
0.29462132 190.42738 0.23632813
0.31236026 200.82616 0.24609375
0.32821473 211.19102 0.25585938
0.3448208 220.37856 0.265625
0.36103645 229.53979 0.27539063
0.37768456 239.2412 0.28515625
0.39424706 248.58147 0.29492188
0.41067269 259.30292 0.3046875
0.42689031 268.72708 0.31445313
0.44356278 277.65698 0.32421875
0.46036333 286.72217 0.33398438
0.47677398 295.01968 0.34375
0.4940553 304.2771  0.35351563
0.50979185 313.53409 0.36328125
0.52621186 322.2897 0.37304688
0.54306525 331.02362 0.3828125
0.5589844 338.87888 0.39257813
0.57653075 346.76291 0.40234375
0.5926491 355.40149 0.41210938
0.60913104 363.30402 0.421875
0.62556088 371.37527 0.43164063
0.64259106 379.34863 0.44140625
0.65868533 386.93634 0.45117188
0.67495263 393.27844 0.4609375
0.69187528 400.44708 0.47070313
0.70996624 408.32654 0.48046875
0.72607046 415.13419 0.49023438
0.74215335 422.25809 0.5
0.75886858 428.79614 0.50976563
0.77592462 434.45874 0.51953125
0.79249877 439.73779 0.52929688
0.80797523 445.6459 0.5390625
0.82506126 451.24841 0.54882813
0.8416605 457.92181 0.55859375
0.85798621 462.54568 0.56835938
0.87442285 467.0498 0.578125
0.8914206 472.0224  0.58789063
0.90785098 475.85889 0.59765625
0.92414469 480.54553 0.60742188
0.94112772 485.30457 0.6171875
0.95808238 488.63028 0.62695313
0.97507322 492.41614 0.63671875
0.99094677 495.03577 0.64648438
1.0076354 497.12506 0.65625
1.0248979 499.95868 0.66601563
1.0405302 502.92712 0.67578125
1.0568916 504.56558 0.68554688
1.0736278 506.01114 0.6953125
1.1076736 -107.8736 0.70507813
1.1112933 -5.3068252 0.71484375
1.1312444 22.688658 0.72460938
1.1450144 12.135506 0.734375
1.1610332 -1.2870878 0.74414063
1.1792343 -1.924932 0.75390625
1.1946642 1.5990436 0.76367188
1.2120538 6.1596184 0.7734375
1.2286428 4.1690469 0.78320313
1.2444046 -3.0906498 0.79296875
1.2617313 -5.1210074 0.80273438
1.278365  0.90397894 0.8125
1.2955123 5.6298075 0.82226563
1.311572  5.2426758 0.83203125
1.3278568 2.009943  0.84179688
1.3439947 -0.010579824 0.8515625
1.3608279 -1.2344122 0.86132813
1.3772228 -0.54754317 0.87109375
1.3948082 0.42662024 0.88085938
1.4112111 1.5955418 0.890625
1.4268401 1.5224516 0.90039063
1.4436724 1.6798079 0.91015625
1.4608405 1.6456097 0.91992188
1.4765619 1.24529   0.9296875
1.4939916 0.54493546 0.93945313
1.5101969 0.4517287 0.94921875
1.5267817 0.97647309 0.95898438
1.5436037 0.37185848 0.96875
1.5600255 0.91828406 0.97851563
1.5768372 1.0016561 0.98828125
1.5927304 1.5935302 0.99804688
1.6089817 1.3314188 1.0078125
1.6258594 0.24430454 1.0175781
1.6428953 0.47147274 1.0273438
1.65979   0.10170043 1.0371094
1.676211  0.62473118 1.046875
1.6931626 0.98831952 1.0566406
1.7087348 0.84064901 1.0664063
1.7260233 1.1431426 1.0761719
1.741994  0.46238303 1.0859375
1.7589532 -0.50708652 1.0957031
1.7754314 0.56318939 1.1054688
1.7923719 0.88267028 1.1152344
1.8088099 1.2840331 1.125
1.8251383 1.3972819 1.1347656
1.8413624 1.1209399 1.1445313
1.8584245 0.40948391 1.1542969
1.8752074 0.14007092 1.1640625
1.8906523 1.0544062 1.1738281
1.9079769 1.1979789 1.1835938

