MTS793|BTW|ENU|1|0|.|/|:|1|0|0|A

Data Header:                                                Time:     1.0068359 s         5/8/2023 9:40:31 AM
Data Acquisition: Timed
Station Name: 10504712.cfg
Test File Name: Tracción.tst
Axial Displacement Axial Force Running Time
mm        N         s
0.00027289789 0.10401011 0.020507813
0.00015571422 -0.28073788 0.030273438
0.0027322327 1.2556463 0.040039063
0.013836773 9.7703934 0.049804688
0.031079022 21.974369 0.059570313
0.04885957 34.386517 0.069335938
0.066107318 46.752842 0.079101563
0.083894253 58.272259 0.088867188
0.10013719 69.655106 0.098632813
0.11745463 81.159698 0.10839844
0.13445573 92.803986 0.11816406
0.1504181 104.26379 0.12792969
0.16729049 115.43691 0.13769531
0.18384133 126.61285 0.14746094
0.20015214 137.61073 0.15722656
0.21739188 148.34084 0.16699219
0.23357169 159.41098 0.17675781
0.25000882 170.5265 0.18652344
0.26635289 181.44698 0.19628906
0.28308755 191.83614 0.20605469
0.29961431 202.18529 0.21582031
0.31550545 212.85899 0.22558594
0.33215767 222.91214 0.23535156
0.34858367 233.47929 0.24511719
0.36529705 243.9998 0.25488281
0.38174534 254.02888 0.26464844
0.39786071 263.96722 0.27441406
0.41481483 273.65103 0.28417969
0.43134618 283.5766 0.29394531
0.44752058 293.38138 0.30371094
0.46508929 303.27045 0.31347656
0.48083106 313.10077 0.32324219
0.49733499 322.12943 0.33300781
0.51418036 331.32269 0.34277344
0.5309431 340.49289 0.35253906
0.54710007 349.50101 0.36230469
0.56336433 358.50787 0.37207031
0.58036637 367.44879 0.38183594
0.59737694 376.44376 0.39160156
0.61324012 384.54288 0.40136719
0.63040084 392.70596 0.41113281
0.64671361 400.92276 0.42089844
0.66299313 409.03366 0.43066406
0.67918116 416.94928 0.44042969
0.69691849 424.9744 0.45019531
0.71374178 432.57568 0.45996094
0.73047608 439.69165 0.46972656
0.74664056 446.79688 0.47949219
0.7630887 454.19513 0.48925781
0.77939522 460.83569 0.49902344
0.79659176 467.51917 0.50878906
0.81270874 473.91046 0.51855469
0.82897782 480.00906 0.52832031
0.84598994 485.54718 0.53808594
0.86248767 491.28497 0.54785156
0.87926751 496.84268 0.55761719
0.89559281 501.82278 0.56738281
0.91216499 506.65659 0.57714844
0.92836338 511.33798 0.58691406
0.9454549 515.57849 0.59667969
0.96239102 519.21796 0.60644531
0.97937584 522.59009 0.61621094
0.99517047 526.04065 0.62597656
1.0120074 528.13098 0.63574219
1.0360833 63.717365 0.64550781
1.0564706 -47.464447 0.65527344
1.0684837 -19.000471 0.66503906
1.0845435 -1.0468811 0.67480469
1.1004894 -7.6769295 0.68457031
1.1165417 -3.8094072 0.69433594
1.1338526 -6.2020869 0.70410156
1.1488091 -11.245012 0.71386719
1.1663374 -2.7161093 0.72363281
1.1834812 1.9322336 0.73339844
1.2000337 -6.3770266 0.74316406
1.2159578 -10.404661 0.75292969
1.2335906 -6.6199899 0.76269531
1.2492055 -4.7236681 0.77246094
1.2662039 -4.6683846 0.78222656
1.2828466 -3.3520908 0.79199219
1.2988956 -3.767386 0.80175781
1.3157003 -4.8689547 0.81152344
1.3326628 -5.2078066 0.82128906
1.34954   -5.4585934 0.83105469
1.3653979 -5.6893377 0.84082031
1.3827138 -5.5591764 0.85058594
1.3991824 -4.7601757 0.86035156
1.4155127 -4.717484 0.87011719
1.4324994 -5.0262361 0.87988281
1.44848   -5.5175276 0.88964844
1.4657716 -5.9503317 0.89941406
1.4819758 -6.1237812 0.90917969
1.4988328 -5.9045105 0.91894531
1.5149173 -5.4441395 0.92871094
1.5315404 -5.1996856 0.93847656
1.5488082 -5.163476 0.94824219
1.5654262 -5.3992867 0.95800781
1.58209   -5.5938215 0.96777344
1.5985038 -6.0373545 0.97753906
1.6149641 -6.0129166 0.98730469
1.631501  -5.3469839 0.99707031

