G.U.N.T. Gerätebau GmbH
Hanskampring 15-17 , D- 22885 BarsbüttelPhone: +49 40 / 67 08 54 - 0 , Fax: +49 40 / 67 08 54 - 42

Fecha : 8/5/2023	Tiempo: 14:44:27

WP 510	Máquina para ensayo de torsión, 200Nm

Nombre


Comentario


Cálculos
M_tb	3.913121 Nm
tau_tb	0.000000N/mm^2


Valores medidos
#	Ángulo de torsión en deg 	Ángulo de deslizamiento en rad 	Momento de torsión en Nm 	Tensión de cizallamiento en N/mm^2 
1,00	1,00	0,01	0,44	5,69E-58
2,00	2,00	0,02	0,29	3,73E-58
3,00	3,00	0,03	0,32	4,20E-58
4,00	4,10	0,05	0,38	4,87E-58
5,00	5,10	0,06	0,57	7,34E-58
6,00	6,20	0,07	0,71	9,17E-58
7,00	7,20	0,08	0,69	8,98E-58
8,00	8,20	0,09	0,86	1,11E-57
9,00	9,20	0,10	1,00	1,30E-57
10,00	10,20	0,11	1,10	1,43E-57
11,00	11,30	0,12	1,35	1,75E-57
12,00	12,30	0,14	1,23	1,59E-57
13,00	13,30	0,15	1,32	1,70E-57
14,00	14,30	0,16	1,28	1,66E-57
15,00	15,30	0,17	1,51	1,96E-57
16,00	16,40	0,18	1,59	2,06E-57
17,00	17,40	0,19	1,55	2,01E-57
18,00	18,40	0,20	1,96	2,54E-57
19,00	19,40	0,21	2,13	2,77E-57
20,00	20,40	0,22	2,14	2,78E-57
21,00	21,40	0,24	2,28	2,96E-57
22,00	22,50	0,25	2,40	3,11E-57
23,00	23,50	0,26	2,46	3,19E-57
24,00	24,50	0,27	2,52	3,27E-57
25,00	25,50	0,28	2,61	3,38E-57
26,00	26,50	0,29	2,73	3,54E-57
27,00	27,50	0,30	2,76	3,58E-57
28,00	28,50	0,31	3,02	3,91E-57
29,00	29,50	0,32	3,15	4,09E-57
30,00	30,50	0,34	3,11	4,03E-57
31,00	31,50	0,35	2,93	3,80E-57
32,00	32,50	0,36	3,06	3,97E-57
33,00	33,50	0,37	3,21	4,16E-57
34,00	34,50	0,38	3,51	4,55E-57
35,00	35,50	0,39	3,64	4,72E-57
36,00	36,50	0,40	3,70	4,80E-57
37,00	37,50	0,41	3,61	4,67E-57
38,00	38,50	0,42	3,61	4,68E-57
39,00	39,50	0,43	3,58	4,63E-57
40,00	40,50	0,45	3,33	4,32E-57
41,00	41,50	0,46	3,54	4,58E-57
42,00	42,50	0,47	3,65	4,72E-57
43,00	43,50	0,48	3,59	4,65E-57
44,00	44,50	0,49	3,68	4,76E-57
45,00	45,50	0,50	3,70	4,79E-57
46,00	46,50	0,51	3,75	4,85E-57
47,00	47,50	0,52	3,65	4,74E-57
48,00	48,50	0,53	3,43	4,44E-57
49,00	49,50	0,54	3,35	4,34E-57
50,00	50,50	0,56	3,46	4,49E-57
51,00	51,50	0,57	3,46	4,48E-57
52,00	52,50	0,58	3,59	4,65E-57
53,00	53,50	0,59	3,70	4,80E-57
54,00	54,50	0,60	3,67	4,75E-57
55,00	55,50	0,61	3,73	4,84E-57
56,00	56,60	0,62	3,90	5,05E-57
57,00	57,70	0,64	3,91	5,07E-57
58,00	58,70	0,65	3,79	4,91E-57
59,00	59,70	0,66	3,62	4,70E-57
60,00	60,70	0,67	3,56	4,61E-57
61,00	61,70	0,68	3,60	4,67E-57
62,00	62,70	0,69	3,72	4,82E-57
63,00	63,70	0,70	3,41	4,42E-57
64,00	64,80	0,71	2,28	2,95E-57
65,00	65,80	0,72	1,52	1,97E-57
66,00	66,80	0,74	1,17	1,52E-57
67,00	67,80	0,75	0,58	7,57E-58
68,00	68,80	0,76	0,45	5,84E-58
69,00	69,80	0,77	0,29	3,75E-58
70,00	70,80	0,78	0,13	1,74E-58
71,00	71,80	0,79	0,14	1,79E-58
72,00	72,80	0,80	0,25	3,21E-58
73,00	73,80	0,81	0,37	4,83E-58
74,00	74,80	0,82	0,51	6,55E-58
75,00	75,80	0,83	0,57	7,32E-58
76,00	76,80	0,85	0,50	6,47E-58
77,00	77,90	0,86	0,42	5,48E-58
78,00	78,90	0,87	0,32	4,19E-58
79,00	79,90	0,88	0,33	4,26E-58
80,00	80,90	0,89	0,25	3,20E-58
81,00	81,90	0,90	0,28	3,61E-58
82,00	82,90	0,91	0,28	3,61E-58
83,00	83,90	0,92	0,29	3,79E-58
84,00	84,90	0,93	0,21	2,75E-58
85,00	85,90	0,95	0,20	2,55E-58
