MTS793|BTW|ENU|1|0|.|/|:|1|0|0|A

Data Header:                                                Time:     1.9492188 s         3/30/2023 12:26:13 PM
Data Acquisition: Timed
Station Name: 10504712.cfg
Test File Name: Tracción.tst
Axial Displacement Axial Force Running Time
mm        N         s
-2.4063047e-05 0.71294606 0.020507813
0.00073293922 0.78909099 0.030273438
0.00061753672 0.27216971 0.040039063
0.0022767577 1.0930002 0.049804688
0.011852873 9.9064407 0.059570313
0.0276707 23.491308 0.069335938
0.045485202 38.158817 0.079101563
0.06295418 51.921009 0.088867188
0.079852864 65.605568 0.098632813
0.096530572 79.382736 0.10839844
0.11321966 93.537048 0.11816406
0.12934583 107.13831 0.12792969
0.14657331 120.62825 0.13769531
0.16300113 133.57915 0.14746094
0.17888027 145.75139 0.15722656
0.1952886 159.25803 0.16699219
0.21172354 172.61513 0.17675781
0.22885288 186.32018 0.18652344
0.24523911 200.0495 0.19628906
0.26205152 212.70662 0.20605469
0.27841011 225.55888 0.21582031
0.29555497 237.79541 0.22558594
0.31226331 251.06645 0.23535156
0.32913083 264.48465 0.24511719
0.34499827 277.64117 0.25488281
0.36115995 290.3006 0.26464844
0.37790945 302.72864 0.27441406
0.39440089 314.77139 0.28417969
0.41086397 327.59695 0.29394531
0.4276295 341.02335 0.30371094
0.44442192 353.89508 0.31347656
0.46013519 366.01663 0.32324219
0.47694248 378.92566 0.33300781
0.49409568 391.15802 0.34277344
0.51061696 403.43399 0.35253906
0.52674037 415.26324 0.36230469
0.54377729 428.57336 0.37207031
0.56076181 440.69336 0.38183594
0.57652307 452.68387 0.39160156
0.59251559 464.14661 0.40136719
0.60916483 475.96072 0.41113281
0.62609088 487.00803 0.42089844
0.64207762 499.86508 0.43066406
0.65839708 512.08978 0.44042969
0.67540574 524.03986 0.45019531
0.69201624 535.24445 0.45996094
0.70902753 546.64398 0.46972656
0.72550887 558.81628 0.47949219
0.7415275 570.46033 0.48925781
0.75804973 582.27997 0.49902344
0.77532101 593.8078 0.50878906
0.79257727 604.69019 0.51855469
0.80808187 615.94434 0.52832031
0.8244679 626.00671 0.53808594
0.841515  636.94202 0.54785156
0.85757595 648.22351 0.55761719
0.87368459 658.99335 0.56738281
0.89064115 669.93579 0.57714844
0.90682745 679.8244 0.58691406
0.92296267 689.76398 0.59667969
0.93959618 699.91638 0.60644531
0.95694613 710.9649 0.61621094
0.97292829 721.12463 0.62597656
0.99006492 732.03491 0.63574219
1.0066358 740.52936 0.64550781
1.0230048 749.94495 0.65527344
1.0394469 759.08398 0.66503906
1.0567726 768.99622 0.67480469
1.0725759 778.81525 0.68457031
1.0898043 787.29449 0.69433594
1.1058828 795.8219  0.70410156
1.1218357 803.31439 0.71386719
1.1387157 811.06616 0.72363281
1.1555035 819.27209 0.73339844
1.1719139 826.82556 0.74316406
1.1882221 834.04059 0.75292969
1.2049941 841.10889 0.76269531
1.2213345 846.94525 0.77246094
1.2381681 852.02789 0.78222656
1.2550249 856.94324 0.79199219
1.2712687 862.42975 0.80175781
1.2877858 866.6369  0.81152344
1.3045206 870.84137 0.82128906
1.3213512 873.4375  0.83105469
1.3382113 875.24109 0.84082031
1.3544658 876.5     0.85058594
1.3713063 877.73877 0.86035156
1.3875067 877.60565 0.87011719
1.4039049 876.71539 0.87988281
1.4201736 875.63214 0.88964844
1.4370106 872.94708 0.89941406
1.4541922 870.14642 0.90917969
1.4709381 866.85187 0.91894531
1.4877559 864.32098 0.92871094
1.5042642 861.46454 0.93847656
1.5212477 857.66986 0.94824219
1.5379086 854.40448 0.95800781
1.5543282 849.99023 0.96777344
