MTS793|BTW|ENU|1|0|.|/|:|1|0|0|A

Data Header:                                                Time:     1.3095703 s         4/25/2023 2:48:40 PM
Data Acquisition: Timed
Station Name: 10504712.cfg
Test File Name: Tracción.tst
Axial Displacement Axial Force Running Time
mm        N         s
0.00081870239 0.076591969 0.047851563
6.185146e-05 -0.3656745 0.057617188
0.0010906835 0.07532537 0.067382813
0.0091601741 4.8236551 0.077148438
0.025524665 11.834651 0.086914063
0.041122001 19.799322 0.096679688
0.058576733 26.495308 0.10644531
0.075384296 33.308044 0.11621094
0.091492958 40.640385 0.12597656
0.10783952 48.134624 0.13574219
0.12451571 55.515842 0.14550781
0.1409283 62.77494  0.15527344
0.15738475 69.381149 0.16503906
0.17354321 76.032204 0.17480469
0.19063991 82.368629 0.18457031
0.2074061 89.108574 0.19433594
0.22419098 96.304718 0.20410156
0.24010199 103.65039 0.21386719
0.25702602 109.86343 0.22363281
0.27357423 115.93401 0.23339844
0.29028434 121.97964 0.24316406
0.30656019 127.89368 0.25292969
0.32267925 134.59087 0.26269531
0.33966699 140.97795 0.27246094
0.35649091 146.59695 0.28222656
0.37239805 152.13922 0.29199219
0.38930205 157.40544 0.30175781
0.4053506 163.03174 0.31152344
0.4225153 168.64813 0.32128906
0.43935591 175.2621 0.33105469
0.45603317 180.38445 0.34082031
0.47257707 185.70386 0.35058594
0.48872572 190.34088 0.36035156
0.50472629 194.74484 0.37011719
0.52155006 199.8119 0.37988281
0.53812927 205.14198 0.38964844
0.5550794 210.30902 0.39941406
0.57172692 214.54214 0.40917969
0.58773357 218.2439 0.41894531
0.60487419 221.93304 0.42871094
0.62236005 225.90302 0.43847656
0.63793057 229.88811 0.44824219
0.65513748 233.93959 0.45800781
0.67163098 237.5695 0.46777344
0.68781149 240.12968 0.47753906
0.70426053 242.36948 0.48730469
0.72138959 244.86252 0.49707031
0.73816115 177.63585 0.50683594
0.75981265 2.2725015 0.51660156
0.77394164 -24.65576 0.52636719
0.78821778 -6.9426003 0.53613281
0.80657053 1.2654066 0.54589844
0.82208329 1.7464161 0.55566406
0.83896744 0.68150461 0.56542969
0.85531753 -2.1291523 0.57519531
0.87195605 -0.962466 0.58496094
0.88850927 2.869442 0.59472656
0.90627915 4.0434303 0.60449219
0.92248714 0.59247017 0.61425781
0.93854654 -2.9005857 0.62402344
0.95497835 -2.2856145 0.63378906
0.97180587 -0.47758222 0.64355469
0.9888162 0.66027045 0.65332031
1.0048833 1.4992803 0.66308594
1.0211207 0.6236136 0.67285156
1.0379906 0.01989305 0.68261719
1.0542016 -0.92029572 0.69238281
1.0708619 -0.69588423 0.70214844
1.0880408 0.014528632 0.71191406
1.1044073 0.31791627 0.72167969
1.1217378 0.16570091 0.73144531
1.1377892 0.87104738 0.74121094
1.1544447 0.2733618 0.75097656
1.1706775 0.48324466 0.76074219
1.1877151 0.7789582 0.77050781
1.204275  0.218153  0.78027344
1.2200165 0.34153461 0.79003906
1.2375112 0.23409724 0.79980469
1.2537792 -0.34414232 0.80957031
1.2709203 -0.090748072 0.81933594
1.2868004 0.84608793 0.82910156
1.3034068 0.67219138 0.83886719
1.3199973 0.67800283 0.84863281
1.3368468 -0.31530857 0.85839844
1.3528645 -0.030100346 0.86816406
1.3700536 -0.023022294 0.87792969
1.3864468 -0.082701445 0.88769531
1.4030765 0.65438449 0.89746094
1.4190969 0.61795115 0.90722656
1.4361835 0.48577785 0.91699219
1.4531373 -0.30867755 0.92675781
1.4685509 -0.45731664 0.93652344
1.4859504 0.027865171 0.94628906
1.5032721 0.75168908 0.95605469
1.5184656 0.86121261 0.96582031
1.5359881 0.88304281 0.97558594
1.5525863 0.24341047 0.98535156
1.5694484 -0.097453594 0.99511719
1.585691  0.042170286 1.0048828
1.6028223 1.0310858 1.0146484
1.6187546 0.82433224 1.0244141
1.6350497 0.84646046 1.0341797
1.6522194 -0.0086426735 1.0439453
1.6685815 -0.42028725 1.0537109
1.6851976 0.48317015 1.0634766
1.7013555 0.2540648 1.0732422
1.7187015 0.96581876 1.0830078
1.7353029 0.87365508 1.0927734
1.7510508 0.34950674 1.1025391
1.7680405 -0.019595027 1.1123047
1.7845684 -0.056549907 1.1220703
1.8007694 -0.15586615 1.1318359
1.8178058 0.70109963 1.1416016
1.8341049 0.79140067 1.1513672
1.8513124 0.41641295 1.1611328
1.8676269 0.0075250864 1.1708984
1.8837725 0.35114586 1.1806641
1.9011121 0.030696392 1.1904297
1.9170138 0.22910535 1.2001953
1.9333357 0.83170831 1.2099609
1.949627  0.67129731 1.2197266
1.9667323 0.46052039 1.2294922
1.9835423 0.036582351 1.2392578
2.0003157 -1.0348856 1.2490234
2.0169313 -0.66481531 1.2587891
2.0329876 0.41082501 1.2685547
2.0498862 -0.02682209 1.2783203
2.0666025 0.24758279 1.2880859
2.0830121 -0.45351684 1.2978516
2.099829  -0.73201954 1.3076172

