MTS793|BTW|ENU|1|0|.|/|:|1|0|0|A

Data Header:                                                Time:     20.012695 s         4/21/2023 1:32:30 PM
Data Acquisition: Timed
Station Name: 10504712.cfg
Test File Name: Flexión.tst
Axial Displacement Axial Force Running Time
mm        N         s
0.0005717384 -0.54731965 0.020507813
0.00036728921 0.27656555 0.030273438
-2.5645219e-05 0.083222985 0.040039063
0.00024088465 0.004991889 0.049804688
0.00028909696 -0.61385334 0.059570313
0.00052289979 -0.68329275 0.069335938
-0.00065858464 -1.4960766 0.079101563
-0.0012613311 0.23841858 0.088867188
-0.00051391788 0.094249845 0.098632813
-0.0012963737 -0.89526176 0.10839844
-0.0015274964 -1.0423362 0.11816406
-0.0011877858 0.40352345 0.12792969
-0.0023256419 -1.385659 0.13769531
-0.0026486386 -0.30070543 0.14746094
-0.0023213914 1.3089925 0.15722656
-0.0021019923 2.4034829 0.16699219
-0.0019925334 0.41998923 0.17675781
-0.0026938634 0.53077936 0.18652344
-0.0031124775 -1.6339868 0.19628906
-0.0028055606 -0.41529536 0.20605469
-0.0032735167 0.81732869 0.21582031
-0.0046153488 -0.87350607 0.22558594
-0.0035247263 -1.507774 0.23535156
-0.0041816197 -0.97520649 0.24511719
-0.0043590893 -0.080913305 0.25488281
-0.0042967289 -1.1374801 0.26464844
-0.0053350362 -1.1568516 0.27441406
-0.0045701209 -0.4208833 0.28417969
-0.0047345674 0.20481646 0.29394531
-0.0055017681 -1.4708936 0.30371094
-0.006158019 -3.0991435 0.31347656
-0.0062127118 -2.0460038 0.32324219
-0.0063841878 0.32074749 0.33300781
-0.0063247522 0.18298626 0.34277344
-0.0068593626 -0.092983246 0.35253906
-0.0072922893 -0.54605305 0.36230469
-0.0070975432 0.81948936 0.37207031
-0.0072240466 1.6338378 0.38183594
-0.0074066068 1.0877848 0.39160156
-0.0075546182 -0.5530566 0.40136719
-0.0087419245 0.10482967 0.41113281
-0.0085712066 1.2484193 0.42089844
-0.0083463071 0.39100647 0.43066406
-0.0093104616 -1.0799617 0.44042969
-0.0094780475 0.63017011 0.45019531
-0.0093069701 -0.28558075 0.45996094
-0.0098202862 -0.84191561 0.46972656
-0.010141432 -0.37759542 0.47949219
-0.0097491462 -0.30443072 0.48925781
-0.010675579 -0.9765476 0.49902344
-0.010973318 -1.1310726 0.50878906
-0.010969019 -0.98153949 0.51855469
-0.0101687 -1.0736287 0.52832031
-0.010392551 1.11036 0.53808594
-0.011126401 0.52928925 0.54785156
-0.01080367 0.55924058 0.55761719
-0.010689759 0.72203577 0.56738281
-0.011855588 -0.55581331 0.57714844
-0.011698624 -0.88877976 0.58691406
-0.01173407 2.6148558 0.59667969
-0.011151569 2.0066648 0.60644531
-0.012508048 -1.9984692 0.61621094
-0.012648519 -1.1284649 0.62597656
-0.013233788 1.8610805 0.63574219
-0.013764174 1.0482222 0.64550781
-0.014173835 0.79296529 0.65527344
-0.014929239 0.46811998 0.66503906
-0.01468089 0.57257712 0.67480469
-0.014837953 -0.65371394 0.68457031
-0.015186164 -1.6248226 0.69433594
-0.013982795 0.30703843 0.70410156
-0.014334888 0.036358833 0.71386719
-0.014795088 -1.6888976 0.72363281
-0.015553056 -0.49471855 0.73339844
-0.016310554 0.011846423 0.74316406
-0.016330959 -1.0792166 0.75292969
-0.016243737 -0.76308846 0.76269531
-0.015686544 -1.8214434 0.77246094
-0.015464706 0.83319843 0.78222656
-0.016016316 -0.41104853 0.79199219
-0.017149188 0.43302774 0.80175781
-0.018890059 -0.018849969 0.81152344
-0.018243687 0.24996698 0.82128906
-0.017580977 0.23491681 0.83105469
-0.017899038 -1.0737777 0.84082031
-0.017460631 0.94294548 0.85058594
-0.017295977 1.026988 0.86035156
-0.018936429 1.4151633 0.87011719
-0.019207546 -0.51997602 0.87988281
-0.019371247 0.13716519 0.88964844
-0.018737141 -1.5097857 0.89941406
-0.019135229 -1.675114 0.90917969
-0.020371441 -1.4029443 0.91894531
-0.020309204 -0.83066523 0.92871094
-0.019958822 -0.58762729 0.93847656
-0.02039684 -1.2480468 0.94824219
-0.020484816 -3.5491586 0.95800781
-0.020914271 -0.26382506 0.96777344
