MTS793|BTW|ENU|1|0|.|/|:|1|0|0|A

Data Header:                                                Time:     20.010742 s         4/21/2023 9:47:30 AM
Data Acquisition: Timed
Station Name: 10504712.cfg
Test File Name: Flexión.tst
Axial Displacement Axial Force Running Time
mm        N         s
0.00024523295 0.035017729 0.01953125
0.00015683207 -1.5056133 0.029296875
0.00033269078 -1.1701882 0.0390625
-0.00030297274 -2.0602345 0.048828125
-0.00022947461 0.098049641 0.05859375
-0.00070989021 -0.62800944 0.068359375
-0.00031577516 -2.0335615 0.078125
-0.0010747225 -1.08473 0.087890625
-0.0021291759 -0.60357153 0.09765625
-0.0020541963 -0.20645559 0.10742188
-0.0018672099 -1.8813461 0.1171875
-0.0015806507 -0.87231398 0.12695313
-0.0017894002 -0.039190054 0.13671875
-0.0027191904 0.081881881 0.14648438
-0.0027372672 -1.0056049 0.15625
-0.0024761462 -1.1087209 0.16601563
-0.0035876608 -1.0626763 0.17578125
-0.0027346611 -0.097379088 0.18554688
-0.0032624374 -1.4398247 0.1953125
-0.0029184611 -0.82939863 0.20507813
-0.0039513931 -1.5079975 0.21484375
-0.0033679381 -0.84765255 0.22460938
-0.003867297 -0.40389597 0.234375
-0.0052262731 -1.058653 0.24414063
-0.0047361413 -2.1551549 0.25390625
-0.0049857711 -1.1654943 0.26367188
-0.0051103025 -0.33400953 0.2734375
-0.0047538569 -0.10624528 0.28320313
-0.0052734548 -1.5952438 0.29296875
-0.0050686086 -2.1190195 0.30273438
-0.0057566371 -0.39510429 0.3125
-0.0069458219 -0.67256391 0.32226563
-0.0070215575 -0.29347837 0.33203125
-0.0067517152 -0.53934753 0.34179688
-0.0076753278 -1.4526397 0.3515625
-0.0073325289 -1.1026859 0.36132813
-0.0073321476 -0.56393445 0.37109375
-0.0072196266 -0.81025064 0.38085938
-0.0080370605 -0.63881278 0.390625
-0.0075324285 -2.9148161 0.40039063
-0.0084919846 -0.50865114 0.41015625
-0.0086509921 -0.81889331 0.41992188
-0.0091309622 -1.9840896 0.4296875
-0.0087797279 -1.2075901 0.43945313
-0.0086927274 -1.4980882 0.44921875
-0.0093936129 -0.80481172 0.45898438
-0.0096686138 -0.053495169 0.46875
-0.010279916 -1.7458946 0.47851563
-0.010311132 -0.48279762 0.48828125
-0.011129593 -2.1361561 0.49804688
-0.010571123 -0.39294362 0.5078125
-0.010938644 0.81427395 0.51757813
-0.011740483 0.18268824 0.52734375
-0.01216114 -0.86441636 0.53710938
-0.012626204 -0.83111227 0.546875
-0.012442938 -0.92580914 0.55664063
-0.011750323 -1.2975931 0.56640625
-0.011537315 -0.67085028 0.57617188
-0.011938558 -0.9727478 0.5859375
-0.012870926 -0.74505806 0.59570313
-0.013292649 -1.7736107 0.60546875
-0.01293362 -1.5179068 0.61523438
-0.013299628 -0.71130693 0.625
-0.013686308 -0.79073012 0.63476563
-0.013929617 -1.2674928 0.64453125
-0.014418134 -0.3233552 0.65429688
-0.014181311 0.25086105 0.6640625
-0.014626377 -0.69446862 0.67382813
-0.013837032 -0.61430037 0.68359375
-0.015483717 -0.62733889 0.69335938
-0.014799761 -1.1717528 0.703125
-0.014449544 -0.494048 0.71289063
-0.015257863 -0.59463084 0.72265625
-0.015767403 -0.83304942 0.73242188
-0.016512059 -1.0601431 0.7421875
-0.017376401 -1.5621632 0.75195313
-0.016153442 -0.39339066 0.76171875
-0.016777316 -0.31672418 0.77148438
-0.017452231 -0.6069243 0.78125
-0.017187381 -1.0628998 0.79101563
-0.01757421 -0.72270632 0.80078125
-0.018159673 -1.4014542 0.81054688
-0.018051827 -1.771152 0.8203125
-0.017766342 -1.2777001 0.83007813
-0.018676454 -0.56989491 0.83984375
-0.017868008 -1.327619 0.84960938
-0.019466875 -1.4885515 0.859375
-0.019839149 -2.1035969 0.86914063
-0.01987174 -1.5376508 0.87890625
-0.019783692 -0.50976872 0.88867188
-0.020297972 -0.86925924 0.8984375
-0.019864587 -0.70512295 0.90820313
-0.020155195 -1.7202646 0.91796875
-0.019402215 -0.81293285 0.92773438
-0.020078445 -1.1021644 0.9375
-0.020778203 -0.98563731 0.94726563
-0.020678174 -0.54717064 0.95703125
