MTS793|BTW|ENU|1|0|.|/|:|1|0|0|A

Data Header:                                                Time:     1.0224609 s         5/8/2023 9:50:30 AM
Data Acquisition: Timed
Station Name: 10504712.cfg
Test File Name: Tracción.tst
Axial Displacement Axial Force Running Time
mm        N         s
5.0896779e-05 0.9623915 0.020507813
0.00023817993 1.7524511 0.030273438
0.0003134599 1.6672164 0.040039063
0.0039450009 3.9883704 0.049804688
0.016058117 12.438074 0.059570313
0.032521117 24.726242 0.069335938
0.050204065 37.722813 0.079101563
0.067269415 50.240978 0.088867188
0.083776981 62.316433 0.098632813
0.10073938 74.199585 0.10839844
0.11751832 85.920837 0.11816406
0.13342401 97.243042 0.12792969
0.15061104 108.97629 0.13769531
0.16754264 121.17416 0.14746094
0.18382575 133.036  0.15722656
0.20096661 144.62851 0.16699219
0.21767113 156.06738 0.17675781
0.23492189 166.88675 0.18652344
0.25180647 178.34731 0.19628906
0.26769006 189.22157 0.20605469
0.28426874 200.51866 0.21582031
0.30070201 211.07249 0.22558594
0.31786644 221.45964 0.23535156
0.33415404 231.73116 0.24511719
0.35032248 241.71785 0.25488281
0.36706734 251.99428 0.26464844
0.38431764 261.96957 0.27441406
0.39932096 271.97107 0.28417969
0.41716063 281.35724 0.29394531
0.43292516 290.23215 0.30371094
0.45001248 299.31976 0.31347656
0.46593091 308.33646 0.32324219
0.48314247 316.88309 0.33300781
0.49902132 325.65482 0.34277344
0.51532882 333.46384 0.35253906
0.53234243 341.33829 0.36230469
0.54830748 348.47662 0.37207031
0.56577271 355.82996 0.38183594
0.58245224 362.23441 0.39160156
0.59882778 368.24704 0.40136719
0.61484432 373.50632 0.41113281
0.63220257 374.4296 0.42089844
0.64928043 373.75656 0.43066406
0.6754179 -68.673042 0.44042969
0.68799925 -23.170189 0.45019531
0.7037707 18.206537 0.45996094
0.71810371 3.20822  0.46972656
0.73506951 -3.4885108 0.47949219
0.75229228 0.41820109 0.48925781
0.76950014 -4.0409713 0.49902344
0.78508288 1.5456229 0.50878906
0.80181229 3.0552597 0.51855469
0.81869149 -4.5750289 0.52832031
0.83481455 -5.821064 0.53808594
0.85144204 0.64924359 0.54785156
0.86801749 2.1957607 0.55761719
0.8845548 0.053346157 0.56738281
0.9010179 -0.36843121 0.57714844
0.91757786 -0.73812902 0.58691406
0.93393224 -1.1987984 0.59667969
0.95114541 -1.1319667 0.60644531
0.967893  -1.1882931 0.61621094
0.98488098 -1.1701137 0.62597656
1.0014359 -0.57742  0.63574219
1.0176592 0.0018626451 0.64550781
1.0347898 -0.89004636 0.65527344
1.0506318 -1.2987107 0.66503906
1.067624  -1.4888495 0.67480469
1.0839847 -1.2608618 0.68457031
1.1007915 -1.1275709 0.69433594
1.1175073 -0.89511275 0.70410156
1.1345378 -0.51416457 0.71386719
1.1507331 -0.23946166 0.72363281
1.1669183 -0.62271953 0.73339844
1.1835812 -1.0439008 0.74316406
1.2003682 -1.2230873 0.75292969
1.2171079 -0.88579953 0.76269531
1.233521  -0.54612756 0.77246094
1.2497098 -0.44889748 0.78222656
1.2663342 -0.3887713 0.79199219
1.2832879 -0.81792474 0.80175781
1.2988582 -0.757128 0.81152344
1.3156918 -1.1058152 0.82128906
1.3322709 -0.77657402 0.83105469
1.3485276 -0.55365264 0.84082031
1.3659121 -0.47847629 0.85058594
1.3818176 -0.95486641 0.86035156
1.3983321 -1.1323392 0.87011719
1.4155375 -1.4225394 0.87988281
1.4320253 -1.0876358 0.88964844
1.448606  -0.96805394 0.89941406
1.4650623 -2.5492907 0.90917969
1.4814852 -2.8589368 0.91894531
1.4987695 -2.8267503 0.92871094
1.5157195 -3.0540676 0.93847656
1.5323507 -3.4327059 0.94824219
1.5486971 -3.079474 0.95800781
1.5653636 -2.7079134 0.96777344
1.5821671 -2.7304888 0.97753906
1.5989406 -2.9666722 0.98730469
1.6151991 -2.9034166 0.99707031
1.6311316 -3.1298399 1.0068359
1.6483212 -2.879724 1.0166016

