MTS793|BTW|ENU|1|0|.|/|:|1|0|0|A

Data Header:                                                Time:     20.011719 s         4/21/2023 3:32:11 PM
Data Acquisition: Timed
Station Name: 10504712.cfg
Test File Name: Flexión.tst
Axial Displacement Axial Force Running Time
mm        N         s
0.00028101815 -1.8191338 0.01953125
0.00056580978 -2.3923814 0.029296875
0.00064100727 -3.1107664 0.0390625
-0.00024811731 -1.8772483 0.048828125
-0.00040055171 -2.5478005 0.05859375
-0.00069286564 -2.6391447 0.068359375
-0.00051908952 -2.3636222 0.078125
-0.00091996783 -1.975745 0.087890625
-0.00092354196 -1.4851987 0.09765625
-0.00018545412 -1.8841028 0.10742188
-0.0013604163 -1.1572987 0.1171875
-0.0017249049 -1.6786158 0.12695313
-0.0024851086 -1.4314055 0.13671875
-0.0022947108 -1.2724847 0.14648438
-0.0024829779 -0.62450767 0.15625
-0.0030640566 -1.0194629 0.16601563
-0.0024060556 -0.83111227 0.17578125
-0.0029906931 -1.2920052 0.18554688
-0.0034391235 -0.8302927 0.1953125
-0.0030307972 -1.0686368 0.20507813
-0.0035166668 -0.68686903 0.21484375
-0.0037833448 -0.80123544 0.22460938
-0.004172578 -1.8237531 0.234375
-0.0038801813 -1.2413412 0.24414063
-0.0048072101 -0.27857721 0.25390625
-0.005250779 -0.82962215 0.26367188
-0.0052214493 -1.1095405 0.2734375
-0.0047738166 -0.78842044 0.28320313
-0.0054048132 0.0032037497 0.29296875
-0.0053329966 -0.0089406967 0.30273438
-0.0049682674 -0.98101795 0.3125
-0.0067296089 -0.57555735 0.32226563
-0.0069158762 -1.3355166 0.33203125
-0.0062005036 -0.95792115 0.34179688
-0.0071851327 -1.0441989 0.3515625
-0.0071528456 -0.42162836 0.36132813
-0.0073501663 -0.53204596 0.37109375
-0.0073750839 -1.3285875 0.38085938
-0.0074353977 -1.0736287 0.390625
-0.008530424 -0.012665987 0.40039063
-0.0082340026 -1.2163073 0.41015625
-0.0086537413 -1.1471659 0.41992188
-0.00870327 -0.64395368 0.4296875
-0.0091445493 -1.5188754 0.43945313
-0.0091260839 -0.76673925 0.44921875
-0.0088782096 -1.4261156 0.45898438
-0.009616185 -1.2049824 0.46875
-0.0099481549 -1.5429407 0.47851563
-0.010392854 -0.62443316 0.48828125
-0.0099830879 -0.70974231 0.49804688
-0.0099321865 -0.53867698 0.5078125
-0.010886733 -1.4524907 0.51757813
-0.011004917 -0.73291361 0.52734375
-0.011007351 -1.7875433 0.53710938
-0.011251865 -0.13194978 0.546875
-0.011273914 -0.60968101 0.55664063
-0.012690965 -0.86180866 0.56640625
-0.011780324 -0.74014068 0.57617188
-0.011701101 -2.1543355 0.5859375
-0.012165962 -1.5436113 0.59570313
-0.012586111 -0.66019595 0.60546875
-0.013474656 -1.0320544 0.61523438
-0.012475356 -0.20243227 0.625
-0.013399694 -2.2525339 0.63476563
-0.014248336 -1.5711784 0.64453125
-0.01401782 -1.8067658 0.65429688
-0.013568989 -1.8037856 0.6640625
-0.014540892 -1.187101 0.67382813
-0.014614807 -1.290068 0.68359375
-0.015381631 -0.048652291 0.69335938
-0.015031609 -1.3320893 0.703125
-0.01560899 -0.53837895 0.71289063
-0.015507581 -0.8110702 0.72265625
-0.015469469 -0.05453825 0.73242188
-0.016143786 -0.76495111 0.7421875
-0.01615754 0.14439225 0.75195313
-0.016617382 -0.85137784 0.76171875
-0.016479395 -1.3203919 0.77148438
-0.016375296 -1.3549626 0.78125
-0.017305441 -0.3374368 0.79101563
-0.01690661 -0.85823238 0.80078125
-0.017283354 -1.1770427 0.81054688
-0.018191561 -1.9577146 0.8203125
-0.017119016 -1.8732995 0.83007813
-0.018267443 -0.42140484 0.83984375
-0.017922217 -2.0202994 0.84960938
-0.018678388 -1.3533235 0.859375
-0.019215766 -2.1092594 0.86914063
-0.018876696 -0.99025667 0.87890625
-0.019449227 -1.2877584 0.88867188
-0.019981496 -1.7448515 0.8984375
-0.020227714 -2.0518155 0.90820313
-0.019864382 -0.6531179 0.91796875
-0.020187112 -1.3443828 0.92773438
-0.01963532 -1.9245595 0.9375
-0.02047096 -1.5673786 0.94726563
