MTS793|BTW|ENU|1|0|.|/|:|1|0|0|A

Data Header:                                                Time:     2.1806641 s         3/30/2023 12:47:01 PM
Data Acquisition: Timed
Station Name: 10504712.cfg
Test File Name: Tracción.tst
Axial Displacement Axial Force Running Time
mm        N         s
0.000318815 0.73447824 0.020507813
0.00052812975 0.78566372 0.030273438
0.00014686957 0.46283007 0.040039063
0.00048899092 0.17434359 0.049804688
0.00076147262 -0.17091632 0.059570313
0.0083448831 5.5587292 0.069335938
0.023770355 16.80106 0.079101563
0.042682678 30.355528 0.088867188
0.058919307 42.631401 0.098632813
0.076915674 54.468586 0.10839844
0.092899404 65.574722 0.11816406
0.110075  76.959061 0.12792969
0.12685549 88.833496 0.13769531
0.14295618 100.48621 0.14746094
0.15952191 111.91293 0.15722656
0.17611405 123.61787 0.16699219
0.19287062 134.66344 0.17675781
0.20931517 145.07472 0.18652344
0.22496693 156.39722 0.19628906
0.2416891 167.08798 0.20605469
0.25831139 179.18556 0.21582031
0.27517086 190.36055 0.22558594
0.29229107 201.16225 0.23535156
0.30862665 212.14023 0.24511719
0.32467335 223.05548 0.25488281
0.34201512 234.16884 0.26464844
0.35764566 245.32742 0.27441406
0.37379527 256.27359 0.28417969
0.3910481 266.94888 0.29394531
0.40755406 277.4343 0.30371094
0.42376453 287.75   0.31347656
0.44096154 298.246  0.32324219
0.45723054 309.19864 0.33300781
0.47286624 320.28293 0.34277344
0.48936746 330.84662 0.35253906
0.5063864 341.07739 0.36230469
0.52294332 350.79449 0.37207031
0.5396899 361.28961 0.38183594
0.55623543 372.20865 0.39160156
0.57233793 382.96371 0.40136719
0.5894345 393.38007 0.41113281
0.60575241 403.37241 0.42089844
0.6225965 412.80054 0.43066406
0.63912666 423.42245 0.44042969
0.65484208 433.3309 0.45019531
0.67249471 443.73679 0.45996094
0.68799651 453.41776 0.46972656
0.70508307 463.1954 0.47949219
0.72113836 472.2858 0.48925781
0.7376557 481.3923  0.49902344
0.7539441 490.79645 0.50878906
0.7713263 500.71252 0.51855469
0.78834707 510.31937 0.52832031
0.80521256 519.22076 0.53808594
0.82113892 528.18945 0.54785156
0.83772528 536.17047 0.55761719
0.85442233 545.13   0.56738281
0.87095386 553.47943 0.57714844
0.88703299 562.39166 0.58691406
0.90312457 570.58826 0.59667969
0.9201749 577.93042 0.60644531
0.93687725 585.47498 0.61621094
0.95310527 592.86115 0.62597656
0.9698894 600.01727 0.63574219
0.98600501 606.92822 0.64550781
1.0028118 613.9444  0.65527344
1.0194279 620.28217 0.66503906
1.0355145 625.82574 0.67480469
1.0522608 630.40625 0.68457031
1.0693535 635.85187 0.69433594
1.0854796 640.38342 0.70410156
1.1023524 644.23206 0.71386719
1.1197134 647.52863 0.72363281
1.1353042 649.26617 0.73339844
1.1527337 649.94061 0.74316406
1.1689619 649.34857 0.75292969
1.1859219 647.8996  0.76269531
1.2021371 645.7699  0.77246094
1.2194065 642.5849  0.78222656
1.2353033 637.28088 0.79199219
1.2526351 631.90521 0.80175781
1.2694576 626.01855 0.81152344
1.2856771 620.57861 0.82128906
1.3021922 615.79767 0.83105469
1.3193783 611.13342 0.84082031
1.3363649 606.72052 0.85058594
1.3528755 602.32098 0.86035156
1.3691249 598.23877 0.87011719
1.3856032 594.3786  0.87988281
1.4017462 591.2074  0.88964844
1.4187583 588.26501 0.89941406
1.4354925 586.15033 0.90917969
1.4523587 583.81824 0.91894531
1.4686559 580.7478  0.92871094
1.4854591 578.39948 0.93847656
1.5018895 576.56958 0.94824219
1.5183688 575.0741  0.95800781
1.535236  573.95691 0.96777344
