MTS793|BTW|ENU|1|0|.|/|:|1|0|0|A

Data Header:                                                Time:     3.5810547 s         3/30/2023 10:24:42 AM
Data Acquisition: Timed
Station Name: 10504712.cfg
Test File Name: Tracción.tst
Axial Displacement Axial Force Running Time
mm        N         s
-0.00025222544 0.26918948 0.046875
-0.00065729255 -0.0091642141 0.056640625
0.0078963116 7.2216988 0.06640625
0.022253208 21.938011 0.076171875
0.037419971 35.903603 0.0859375
0.05541176 51.455051 0.095703125
0.072306648 67.193581 0.10546875
0.088859469 81.859749 0.11523438
0.10478308 96.224625 0.125
0.12050828 110.54658 0.13476563
0.13720642 128.82419 0.14453125
0.15427086 142.75447 0.15429688
0.17106418 159.8215 0.1640625
0.18838507 175.20912 0.17382813
0.20509541 189.46849 0.18359375
0.2219689 206.08276 0.19335938
0.23923326 221.19165 0.203125
0.25535196 236.70189 0.21289063
0.27075097 251.44989 0.22265625
0.28762153 264.73111 0.23242188
0.30427405 279.78128 0.2421875
0.31906626 294.69217 0.25195313
0.33620399 308.23315 0.26171875
0.35279813 324.29553 0.27148438
0.36985198 337.15094 0.28125
0.38560542 352.44876 0.29101563
0.40270138 365.48181 0.30078125
0.41913077 380.07462 0.31054688
0.43317357 393.43805 0.3203125
0.45111057 407.96417 0.33007813
0.46670228 421.41913 0.33984375
0.48231658 435.15588 0.34960938
0.50198513 452.20142 0.359375
0.51781094 464.91034 0.36914063
0.53431731 480.43494 0.37890625
0.55044055 496.19867 0.38867188
0.56772298 508.91406 0.3984375
0.58416128 524.51959 0.40820313
0.60204017 538.26526 0.41796875
0.61741984 553.78943 0.42773438
0.63400567 565.26978 0.4375
0.6499818 580.3656  0.44726563
0.66721815 594.49603 0.45703125
0.68278146 606.94214 0.46679688
0.69953841 620.73773 0.4765625
0.71423167 633.16473 0.48632813
0.73291636 646.43591 0.49609375
0.74932361 662.23712 0.50585938
0.76650977 675.64966 0.515625
0.78247452 687.76135 0.52539063
0.7999112 701.86011 0.53515625
0.81622231 714.79749 0.54492188
0.83274454 727.34509 0.5546875
0.84729069 740.39929 0.56445313
0.86403352 753.7124 0.57421875
0.88022399 766.68701 0.58398438
0.89863968 779.86426 0.59375
0.91424793 792.41205 0.60351563
0.93036157 805.14398 0.61328125
0.94714761 817.21198 0.62304688
0.96494323 831.89716 0.6328125
0.98127061 844.40881 0.64257813
0.99859613 856.58655 0.65234375
1.0124949 867.35785 0.66210938
1.0289601 877.35724 0.671875
1.0460054 891.04651 0.68164063
1.0629504 904.78021 0.69140625
1.0780491 915.97467 0.70117188
1.0964335 929.44904 0.7109375
1.1149269 941.67737 0.72070313
1.1311277 954.12    0.73046875
1.147549  963.914   0.74023438
1.1644872 976.3288  0.75
1.1789798 987.38654 0.75976563
1.1971129 999.49152 0.76953125
1.2139699 1010.1422 0.77929688
1.2308817 1021.8339 0.7890625
1.2463864 1031.0981 0.79882813
1.2630372 1043.6221 0.80859375
1.2790451 1055.2788 0.81835938
1.2962886 1066.8193 0.828125
1.3130013 1076.5333 0.83789063
1.3288178 1087.4193 0.84765625
1.3455763 1096.6873 0.85742188
1.3616283 1107.1774 0.8671875
1.378734  1118.397  0.87695313
1.3952843 1128.703  0.88671875
1.410316  1136.5555 0.89648438
1.4276966 1147.2343 0.90625
1.4437723 1157.0984 0.91601563
1.4631852 1165.9418 0.92578125
1.4790007 1177.9343 0.93554688
1.497475  1186.0221 0.9453125
1.5125723 1196.2983 0.95507813
1.5276039 1204.5938 0.96484375
1.545198  1212.6276 0.97460938
1.5616961 1222.949  0.984375
1.5793643 1232.5306 0.99414063
