MTS793|BTW|ENU|1|0|.|/|:|1|0|0|A

Data Header:                                                Time:     20.012695 s         4/21/2023 10:28:56 AM
Data Acquisition: Timed
Station Name: 10504712.cfg
Test File Name: Flexión.tst
Axial Displacement Axial Force Running Time
mm        N         s
-0.00043521344 -3.0147285 0.020507813
0.00065740262 -3.0284376 0.030273438
0.00028848369 -1.3200939 0.040039063
0.00050654478 -0.4196167 0.049804688
0.00034821793 -0.19729137 0.059570313
0.0002266532 -1.2613088 0.069335938
-0.00043726442 -0.11891127 0.079101563
0.00020780078 1.1572242 0.088867188
-0.00093239616 -3.0157714 0.098632813
-0.00068099058 -1.4129281 0.10839844
-0.0010280195 0.26658177 0.11816406
-0.00144091 0.50611794 0.12792969
-0.0016807759 -2.3433566 0.13769531
-0.0020028295 -0.67189336 0.14746094
-0.0026363097 0.99629164 0.15722656
-0.0017122055 1.7407537 0.16699219
-0.0020593046 -1.860708 0.17675781
-0.0017915216 -1.6430765 0.18652344
-0.0022326915 0.62830746 0.19628906
-0.00236471 -1.6462803 0.20605469
-0.0031202172 -2.0577013 0.21582031
-0.004772834 -1.6407669 0.22558594
-0.0046864506 -1.4153123 0.23535156
-0.0040292516 1.263395 0.24511719
-0.0042239977 0.61139464 0.25488281
-0.0044251462 -1.5045702 0.26464844
-0.0051499554 -1.5877932 0.27441406
-0.0054930556 0.64842403 0.28417969
-0.0058530737 2.3200364 0.29394531
-0.0052378518 -1.2726337 0.30371094
-0.0053549209 -1.3533235 0.31347656
-0.0058462056 1.3552606 0.32324219
-0.0064499429 -0.010430813 0.33300781
-0.0059608934 0.82150102 0.34277344
-0.0062788152 -0.36045909 0.35253906
-0.0072775912 0.28453767 0.36230469
-0.0086203171 -0.20705163 0.37207031
-0.0074922382 1.7534196 0.38183594
-0.0071877954 -1.1439621 0.39160156
-0.0078884279 -3.0416994 0.40136719
-0.0089149782 1.1310726 0.41113281
-0.0083703483 -0.50917268 0.42089844
-0.008495436 -2.7735531 0.43066406
-0.0085813841 0.98183751 0.44042969
-0.0095739411 -0.94138086 0.45019531
-0.0093206055 -1.7049909 0.45996094
-0.0095692528 -0.79005957 0.46972656
-0.0092283264 2.0162761 0.47949219
-0.0085774241 -2.1609664 0.48925781
-0.0095771784 -2.5188923 0.49902344
-0.010859437 -2.6711822 0.50878906
-0.011204571 1.1922419 0.51855469
-0.012399808 1.6633421 0.52832031
-0.012546597 1.0151416 0.53808594
-0.011607137 2.8479843 0.54785156
-0.011786469 0.5081296 0.55761719
-0.012611287 1.456067 0.56738281
-0.012802311 0.79281628 0.57714844
-0.013710494 0.08970499 0.58691406
-0.013367917 0.028312206 0.59667969
-0.012604504 0.47907233 0.60644531
-0.012129116 -0.54962933 0.61621094
-0.011813822 -0.13209879 0.62597656
-0.014035315 -0.72039664 0.63574219
-0.013409664 -1.1237711 0.64550781
-0.014061889 -2.0191073 0.65527344
-0.014316947 -0.38869679 0.66503906
-0.014628747 0.46618283 0.67480469
-0.015052573 -0.87298453 0.68457031
-0.015423949 -1.3611466 0.69433594
-0.015074871 -0.92297792 0.70410156
-0.013930707 -1.6449392 0.71386719
-0.014089809 -1.1698157 0.72363281
-0.014550683 1.1464953 0.73339844
-0.01386387 -1.0435283 0.74316406
-0.015591635 -0.59731305 0.75292969
-0.016697263 1.1897832 0.76269531
-0.016767496 -2.0467491 0.77246094
-0.016593277 -0.61839819 0.78222656
-0.016063953 1.5635788 0.79199219
-0.01642484 -0.56527555 0.80175781
-0.017222738 -0.86165965 0.81152344
-0.01764787 1.3329089 0.82128906
-0.016797246 -0.35136938 0.83105469
-0.016177913 -4.5079737 0.84082031
-0.016445562 -2.1393597 0.85058594
-0.01970295 -0.81248581 0.86035156
-0.019638177 2.2724271 0.87011719
-0.019558774 -0.48622489 0.87988281
-0.01998274 -0.78618526 0.88964844
-0.019181006 -0.080764294 0.89941406
-0.018771328 0.88684261 0.90917969
-0.019074226 0.58680773 0.91894531
-0.018492743 0.18432736 0.92871094
-0.020086074 0.54471195 0.93847656
-0.019432157 0.68880618 0.94824219
-0.0195184 -0.66764653 0.95800781
-0.020071974 -3.292635 0.96777344
