MTS793|BTW|ENU|1|0|.|/|:|1|0|0|A

Data Header:                                                Time:     20.011719 s         4/21/2023 2:33:56 PM
Data Acquisition: Timed
Station Name: 10504712.cfg
Test File Name: Flexión.tst
Axial Displacement Axial Force Running Time
mm        N         s
0.00012751542 2.0972638 0.01953125
0.0002379161 0.50492585 0.029296875
0.0001268179 -0.31203032 0.0390625
0.0001835477 0.076815486 0.048828125
0.00010796051 1.4689565 0.05859375
-0.0004375932 1.6499311 0.068359375
-0.0010776196 1.2209266 0.078125
-0.0018165607 0.59314072 0.087890625
-0.0017439772 0.37290156 0.09765625
-0.0012572979 0.56959689 0.10742188
-0.0015818934 1.3192743 0.1171875
-0.0022009329 0.22925436 0.12695313
-0.0022063171 0.098496675 0.13671875
-0.0018922955 -0.39532781 0.14648438
-0.0025812064 0.33274293 0.15625
-0.0031942516 -0.73753297 0.16601563
-0.0030852442 0.34630299 0.17578125
-0.0035862492 0.29683113 0.18554688
-0.0039318069 -1.2533367 0.1953125
-0.003540074 -1.0678172 0.20507813
-0.0039254017 -0.10542572 0.21484375
-0.0034151992 0.57660043 0.22460938
-0.0031658253 0.6622076 0.234375
-0.0037375484 0.15363097 0.24414063
-0.0048038131 0.57570636 0.25390625
-0.0055838684 -0.35241246 0.26367188
-0.0055549378 -0.3439188 0.2734375
-0.0050738719 0.36172569 0.28320313
-0.0055339127 -0.055730343 0.29296875
-0.0058344603 1.0234118 0.30273438
-0.0064492472 0.84251165 0.3125
-0.0061638588 -0.94294548 0.32226563
-0.0061313878 -1.1026114 0.33203125
-0.005712396 -0.26285648 0.34179688
-0.0068403156 -0.76070428 0.3515625
-0.0072135008 0.056698918 0.36132813
-0.0077006058 0.12733042 0.37109375
-0.0071516037 0.072270632 0.38085938
-0.0082491748 0.15176833 0.390625
-0.008565573 -1.3272464 0.40039063
-0.0094089396 -0.3734231 0.41015625
-0.009977676 0.76875091 0.41992188
-0.0096357008 -0.73835254 0.4296875
-0.0093930271 0.002682209 0.43945313
-0.0095089078 0.99405646 0.44921875
-0.0096832328 -0.36157668 0.45898438
-0.010708267 -0.60610473 0.46875
-0.010307484 0.33400953 0.47851563
-0.01017922 1.1646003 0.48828125
-0.010592572 -0.078529119 0.49804688
-0.010749497 -0.014603138 0.5078125
-0.011379689 -0.65721571 0.51757813
-0.011117377 -0.77806413 0.52734375
-0.011362457 -0.40963292 0.53710938
-0.01152956 -0.38802624 0.546875
-0.011945548 -0.15452504 0.55664063
-0.012448042 -0.24035573 0.56640625
-0.01258734 0.22269785 0.57617188
-0.012761802 -0.38586557 0.5859375
-0.01223438 -0.44226646 0.59570313
-0.012840495 -0.72099268 0.60546875
-0.013655865 1.1704862 0.61523438
-0.013336304 -0.54396689 0.625
-0.013630306 -1.8490106 0.63476563
-0.013152722 -2.1418185 0.64453125
-0.014023643 0.10743737 0.65429688
-0.014191085 0.59440732 0.6640625
-0.014772013 -0.39674342 0.67382813
-0.014861498 -0.78976154 0.68359375
-0.015705854 0.10177493 0.69335938
-0.01549475 0.76137483 0.703125
-0.015774906 1.1509657 0.71289063
-0.015087791 0.86024404 0.72265625
-0.015496307 0.69499016 0.73242188
-0.015755787 0.13098121 0.7421875
-0.016937757 -0.61288476 0.75195313
-0.016841462 -0.6184727 0.76171875
-0.016816881 0.43429434 0.77148438
-0.016651032 -0.0043958426 0.78125
-0.016874604 0.72203577 0.79101563
-0.017098404 -0.36165118 0.80078125
-0.017763482 0.48965216 0.81054688
-0.01789164 0.28267503 0.8203125
-0.0176074 0.7160753 0.83007813
-0.018541792 -0.0084191561 0.83984375
-0.018052593 0.53741038 0.84960938
-0.018835912 1.3747066 0.859375
-0.018900769 -0.050291419 0.86914063
-0.018928871 1.23851 0.87890625
-0.019535113 -0.22739172 0.88867188
-0.020109259 0.65468252 0.8984375
-0.019867346 -0.90055168 0.90820313
-0.019356167 0.80622733 0.91796875
-0.021049945 0.39346516 0.92773438
-0.020379804 -0.3131479 0.9375
-0.020730939 -0.7095933 0.94726563
-0.021173334 0.38102269 0.95703125
-0.021565055 -0.20511448 0.96679688
-0.020928483 0.12479722 0.9765625
